dataset,method,encoding,avg_metric,std_metric,y,y_std
AUDIO,AQ,ohe,0.656538966514437,0.18140054018515467,"[0.08658367468851338, 0.1351998432601881, 0.21548449282115345, 0.29114103549088066, 0.34063422688422684, 0.391508819233794, 0.41907179799825656, 0.47124875496853147, 0.5209849915080395, 0.5587120268255246, 0.580139777412939, 0.5942683457441944, 0.6064700800540314, 0.6434866112064463, 0.6394992336507301, 0.6691474291034143, 0.6756409355969208, 0.6764961779155778, 0.6692722906916906, 0.6774123318478342, 0.6719069907076093, 0.6654134842141028, 0.7010209057571849, 0.7020792442440948, 0.7120721970277453, 0.7321238805382744, 0.7281028306088687, 0.7291833294750818, 0.7378873913706331, 0.7345326146773471, 0.7402219709536818, 0.7455040837988199, 0.7553295956393116, 0.7671049579581521, 0.7653473261357655, 0.7739198765168265, 0.791112820706451, 0.8008056316549009, 0.8030920081584136, 0.8053028925121553, 0.8092157465426564, 0.8076489832519742, 0.8070775546805458, 0.8095089272295652, 0.8087499589081248, 0.8052519597084448, 0.8095900777307735, 0.8126098222139326, 0.8148205485944702, 0.818007837303057]","[0.07872088511652818, 0.07694786460191386, 0.12099642568830844, 0.13393740788173272, 0.12282294593539603, 0.13765928730122884, 0.12762602198049683, 0.12772960713849807, 0.1497242567622853, 0.1667028224207164, 0.16148995693146634, 0.1574033771412349, 0.15310489128669086, 0.12398649112055579, 0.11674460382056552, 0.11963781030705588, 0.11586034792196477, 0.12026270321102524, 0.11612962240443087, 0.11249317155882833, 0.1222899163517918, 0.12568180570403306, 0.12553946542000394, 0.12298982450566118, 0.10835885931213571, 0.1016874541583338, 0.12286086203731317, 0.12379376440658448, 0.11996218420548635, 0.11851666364596576, 0.0946120850204748, 0.09100421572610293, 0.09691523731951805, 0.0795321713425239, 0.07839535974671921, 0.07840402452443158, 0.0745060807011955, 0.07521175018985501, 0.07620619466874634, 0.07970932858503009, 0.07863409910930946, 0.0764357726511163, 0.08487684405601743, 0.08383529483999053, 0.08312109021177277, 0.08027580263598354, 0.07907282191734252, 0.0765781222217279, 0.06878216550653211, 0.07410818862330397]"
AUDIO,BRS,ohe,0.9136392207135487,0.012787031387005173,"[0.8521476813320998, 0.895368721929447, 0.8941119670463855, 0.8887733314044791, 0.8979815000474304, 0.8979815000474304, 0.8982891923551225, 0.9009226765180186, 0.9006701447360749, 0.9091420117437476, 0.9091420117437476, 0.9091420117437476, 0.9105467527446255, 0.9127016348995076, 0.9091420117437476, 0.9134839225562468, 0.9148886635571246, 0.9157128393813003, 0.9157128393813003, 0.9157128393813003, 0.9157128393813003, 0.9157128393813003, 0.9157128393813003, 0.9143080983804225, 0.918391032989673, 0.9160100806087206, 0.9174148216095984, 0.9197957739905508, 0.9160100806087206, 0.9197957739905508, 0.9174148216095984, 0.9174148216095984, 0.9193571774993228, 0.9193571774993228, 0.9193571774993228, 0.9249712125870421, 0.9249712125870421, 0.9249712125870421, 0.9249712125870421, 0.9193571774993228, 0.9193571774993228, 0.9249712125870421, 0.9249712125870421, 0.9249712125870421, 0.9249712125870421, 0.9249712125870421, 0.9233983148253964, 0.9233983148253964, 0.9249712125870421, 0.9233983148253964]","[0.1510858208920802, 0.06276564221076625, 0.062250696492914155, 0.059560988104748365, 0.06350217531657339, 0.06350217531657339, 0.06361547128700218, 0.061074525029710745, 0.061551888523758466, 0.05257770557335529, 0.05257770557335529, 0.05257770557335529, 0.053592677059780706, 0.05001384407293986, 0.05257770557335529, 0.04722666939138741, 0.048227789630025254, 0.04777166603182004, 0.04777166603182004, 0.04777166603182004, 0.04777166603182004, 0.04777166603182004, 0.04777166603182004, 0.046785534001499755, 0.04126057566104411, 0.04522293104462541, 0.04619066667065428, 0.04223991070340903, 0.04522293104462541, 0.04223991070340903, 0.04619066667065428, 0.04619066667065428, 0.04552068651915339, 0.04552068651915339, 0.04552068651915339, 0.043386252085592644, 0.043386252085592644, 0.043386252085592644, 0.043386252085592644, 0.04552068651915339, 0.04552068651915339, 0.043386252085592644, 0.043386252085592644, 0.043386252085592644, 0.043386252085592644, 0.043386252085592644, 0.044097105216981555, 0.044097105216981555, 0.043386252085592644, 0.044097105216981555]"
BREAST,Find-RS,ohe,0.46827175775688523,0.09426437158477302,"[0.09890527517048374, 0.1743649814665328, 0.22384343565258397, 0.2555976576925634, 0.3553445659746675, 0.37796058321745424, 0.40804797518001124, 0.4159303490731818, 0.4296454530607269, 0.4307754831116191, 0.440417844680663, 0.4461314222330636, 0.46766397644837, 0.4739862863555856, 0.47477190387315116, 0.47930478717448705, 0.4799138369932803, 0.4802109255256629, 0.48301169448189396, 0.4793535495174943, 0.4861740669038279, 0.4865874466058326, 0.48867121543674796, 0.49158398505596346, 0.5045704848834436, 0.4997382927833061, 0.5030445009741492, 0.5130208622533359, 0.5004592423037852, 0.5084541991011798, 0.5092204260643686, 0.5077345547032899, 0.5074220269348746, 0.5088628628738636, 0.514174190237601, 0.5170322399966853, 0.5181629282370199, 0.5211574746598691, 0.5247402664643144, 0.5321181280937126, 0.5332797425037036, 0.531779868096603, 0.5341249521051618, 0.5422737614825069, 0.5435693156894535, 0.5379010531661367, 0.5424078723700425, 0.5432129945468436, 0.5436197698462395, 0.5433071765869248]","[0.09878732380428014, 0.11295814755806548, 0.12135886118342074, 0.1343613643481024, 0.11409130375027164, 0.12908738782554777, 0.12871359445485706, 0.13024199744981788, 0.13699559885641382, 0.14138513314751439, 0.13971415718694047, 0.1406399250607263, 0.11256706903659688, 0.10516901807083101, 0.10409234226454626, 0.11551214931296742, 0.1177228856175385, 0.11794243729602519, 0.11924321500293976, 0.10692699519416071, 0.08645641838008063, 0.07551668314174995, 0.06564426601849224, 0.06372660921050909, 0.06939860880934237, 0.07318360685996064, 0.07854928957371565, 0.07458655931820847, 0.0916634412254818, 0.08486777912112727, 0.08359390284921747, 0.09003657789272755, 0.0886831681067025, 0.0884787595250831, 0.08006358582133964, 0.07962831032263318, 0.08209380264840399, 0.07500420856416498, 0.07525875994014604, 0.06174903668396338, 0.07056351598806135, 0.0713979987467211, 0.07307975301466696, 0.05922501132344471, 0.05692924522635177, 0.047475138276407675, 0.04478086808805923, 0.04558607992290083, 0.048154610037352316, 0.048502657141820706]"
BREAST,RIPPER,ohe,0.1762551866294006,0.027232846167780995,"[0.014545454545454547, 0.19181759424446496, 0.1401890731177044, 0.1748954914098106, 0.175624615912783, 0.23229299321752542, 0.20149763178579888, 0.19237043669369147, 0.20430026125509498, 0.20623574512606271, 0.19477006467571809, 0.18170092094985427, 0.19892005809124821, 0.20158855146941898, 0.1836933623781641, 0.18047882708815713, 0.18294559131115234, 0.18042027907878944, 0.1836933623781641, 0.18920131679355956, 0.18920131679355956, 0.18000875165017474, 0.18545987946972362, 0.17682693346835657, 0.17459407860392276, 0.18069797470781884, 0.17546210247194663, 0.17546210247194663, 0.17546210247194663, 0.17335177296435683, 0.17546210247194663, 0.17828165134412705, 0.17828165134412705, 0.17828165134412705, 0.18453364496454172, 0.17294406495390907, 0.17586614287598698, 0.17431627764687646, 0.17361746562730973, 0.17062601263585675, 0.17062601263585675, 0.17361746562730973, 0.16350105065517892, 0.16611685205019064, 0.16611685205019064, 0.16257235732922531, 0.16257235732922531, 0.16257235732922531, 0.16257235732922531, 0.16257235732922531]","[0.043636363636363626, 0.20551096592918752, 0.1817307792620303, 0.1451131656933551, 0.1390903993720959, 0.1887876489337472, 0.1649260777195084, 0.15989323489541307, 0.17015959343688317, 0.17246898125380428, 0.17494132984102762, 0.1651102992579088, 0.17578177368391257, 0.17953299836533582, 0.1732475161160698, 0.17141694421756515, 0.1723544180975327, 0.1713442803337251, 0.1732475161160698, 0.17690849212143012, 0.17690849212143012, 0.17123722500695746, 0.16761118845002726, 0.17019960069702708, 0.16756737551916273, 0.17207661652134174, 0.1674986587416592, 0.1674986587416592, 0.1674986587416592, 0.1640037380393317, 0.1674986587416592, 0.1713279348638445, 0.1713279348638445, 0.1713279348638445, 0.17379286308655642, 0.16401374495527704, 0.16760605866280462, 0.16565263664890373, 0.16480720371132832, 0.16416807188097973, 0.16416807188097973, 0.16480720371132832, 0.1576943220712575, 0.1586373988324657, 0.1586373988324657, 0.15840842371450017, 0.15840842371450017, 0.15840842371450017, 0.15840842371450017, 0.15840842371450017]"
BREAST,ID3,ohe,0.38283882828933863,0.08059792255306125,"[0.10845122847022973, 0.16344317909728623, 0.18603700004460277, 0.19488240022917697, 0.20109156234894562, 0.24612242679333182, 0.29552513340547315, 0.31621902888197734, 0.34000930736403673, 0.35749702803634786, 0.3869252738503217, 0.3743479902358561, 0.3997654996713921, 0.39021650699739946, 0.40473551697980137, 0.38712665525329254, 0.39307260119923854, 0.4054381565988015, 0.4054381565988015, 0.4054381565988015, 0.41098816281415573, 0.4145579977092918, 0.41739024171800637, 0.41673450401308837, 0.4116456988949218, 0.42269434615930485, 0.4091266632993894, 0.4115785863763125, 0.41886256218639184, 0.42104059248942216, 0.4253184775416711, 0.4420408173020995, 0.42068608365469, 0.42260104632914636, 0.42586907352909636, 0.44462655417119257, 0.43581259679911544, 0.4351123166870706, 0.43824201965147525, 0.4297079856904963, 0.4290588458008501, 0.4290588458008501, 0.4290588458008501, 0.4263145115638135, 0.42651243234898456, 0.43058089216956913, 0.43058089216956913, 0.43490627752870054, 0.4337072263770444, 0.43574350923524496]","[0.12246757992604239, 0.10713649388758015, 0.11833622014150602, 0.12284847137798706, 0.12657886563089876, 0.13260616631856875, 0.12163199062977366, 0.1264735309261044, 0.13127652315911129, 0.12828383472551005, 0.10721450844279316, 0.11452797757251858, 0.12741798307174443, 0.11916993127494808, 0.10597108277718369, 0.12347081140325178, 0.12536474046286408, 0.1311310527753958, 0.1311310527753958, 0.1311310527753958, 0.12120098929492351, 0.1247882387440203, 0.119099065123929, 0.11921100668653466, 0.11339889385010876, 0.12070746225471322, 0.12570298670344118, 0.12586199383803365, 0.11655772624586905, 0.11414442268712041, 0.11325807317443647, 0.11041587176924005, 0.14030376683667156, 0.14132521182950775, 0.1385863503377941, 0.11012941531129931, 0.11727868953928752, 0.116341821965926, 0.1131341573356651, 0.10486424737978299, 0.10436665898895346, 0.10436665898895346, 0.10436665898895346, 0.10532871069266399, 0.10619862064712865, 0.1100955450538001, 0.1100955450538001, 0.10944351243298528, 0.1049674969763768, 0.10629007876451273]"
BREAST,AQ,ohe,0.4701594516767087,0.12553461039545166,"[0.06011222767876433, 0.10303503946103551, 0.17859550046817513, 0.226868988339874, 0.2707624756298931, 0.302500794483399, 0.32516819697671706, 0.3350082985186001, 0.3560791769024611, 0.36756174763503185, 0.38865737565136266, 0.4046763194279016, 0.42117637188059726, 0.4299078549420461, 0.44991809859354365, 0.46669794001260867, 0.48655023461469804, 0.4857361706290617, 0.49009014613292157, 0.49588606305378685, 0.5040363010557714, 0.5115539492992451, 0.5257501813416129, 0.5263978100213162, 0.532366967553046, 0.5338452396360904, 0.5394144659201344, 0.5457365272110686, 0.5438967003712417, 0.5535726992149188, 0.5535726992149188, 0.5566739144652567, 0.5603643633846318, 0.5593955947318714, 0.5603884738112139, 0.5498766302188713, 0.5461753912458965, 0.5476472178669856, 0.5410727676634881, 0.5453174136214274, 0.5515958223293286, 0.5539755156133053, 0.560362088056437, 0.5614254486671568, 0.5644733418691679, 0.5651547978612786, 0.5666582900479005, 0.5653683668605081, 0.56731641880856, 0.569598164840306]","[0.03376986412455837, 0.04948421100167848, 0.09607590077172547, 0.07302862429858083, 0.06934521644392173, 0.07376653426226883, 0.05685599070333584, 0.05113257197868368, 0.04864664234447592, 0.05492038673275293, 0.06046138780664166, 0.06630089774734041, 0.07164701392317661, 0.06731381310228869, 0.06571021970055997, 0.06047760130869173, 0.06589322475070897, 0.06768298741017759, 0.0690827468383982, 0.06685483750179724, 0.06601908866031847, 0.06725491809545639, 0.056265778191860516, 0.05815557343668859, 0.06419977907704816, 0.06368626263243066, 0.05686326497356291, 0.040195852668276924, 0.037367410319481986, 0.041687100006015054, 0.041687100006015054, 0.039637302420456065, 0.03823146093552437, 0.03843632372734157, 0.04041455002108441, 0.05744567073295285, 0.04305126679269457, 0.04629465991909783, 0.05058520828965689, 0.04420239287401216, 0.0480623239038824, 0.047248524552101136, 0.05389507480218374, 0.054713215804310565, 0.05432302443445842, 0.050594302626597594, 0.049728224651241375, 0.05091009772451534, 0.04869610106613576, 0.04787546924625088]"
BREAST,BRS,ohe,0.3916217504151571,0.03951369296178269,"[0.1698109800229454, 0.29823431177713255, 0.4146396396461574, 0.4433191690715909, 0.42548958366412376, 0.34161975640521575, 0.347728655211731, 0.3743798203056588, 0.39494235375551623, 0.42614112955297995, 0.401611855151237, 0.40190266818618336, 0.355282792963367, 0.3787472674229516, 0.3833535917013896, 0.3728177952725681, 0.37809749384980984, 0.3833497379609056, 0.38203589896378853, 0.3924329102246873, 0.3936830113160393, 0.3936568042287295, 0.39296933728002514, 0.38743012097798324, 0.3841820705395327, 0.38744951047681453, 0.381151644867935, 0.4052205967411896, 0.41725622045212274, 0.404461412777058, 0.40184023410562375, 0.41065622037923716, 0.4111308445811924, 0.4131744475851725, 0.42161440427145014, 0.4101090710540426, 0.41210804926112754, 0.407076708364339, 0.4054726049295157, 0.4117145394696105, 0.41000393755775466, 0.40593030383623363, 0.4030339643459813, 0.40377731332876693, 0.4139401933639597, 0.411560500079983, 0.4105137941131023, 0.39801916727796927, 0.40037493650873845, 0.40563814557668454]","[0.15320603832306853, 0.15520513789727908, 0.10150359685877927, 0.1105395706093636, 0.12532816544567343, 0.1817864396673891, 0.17183160907447492, 0.16209688889790638, 0.1275642953464534, 0.11316935204553671, 0.11872576702943859, 0.10948575070732594, 0.15142733114454046, 0.1470468715818545, 0.15098680998633507, 0.14255486509778997, 0.13434296322792988, 0.14322387284367225, 0.15093203989388132, 0.14694194577247366, 0.14579492182895215, 0.14567181684799882, 0.14553263003955885, 0.14724320908922442, 0.1409477232766295, 0.1317156708655815, 0.12501996953565714, 0.11536993562647122, 0.12218551245659404, 0.13084363391654105, 0.12949210762473265, 0.12381386503771734, 0.11798358239439494, 0.12997093834239215, 0.1310728469088892, 0.13881302731722012, 0.1475804770518149, 0.13739715251971935, 0.13747966175538534, 0.141576900708236, 0.1403132162624547, 0.14233581861804062, 0.14201283413823088, 0.14268172462866852, 0.13904506235174852, 0.1369109602600912, 0.13534278103692515, 0.12358023343283708, 0.1251210292961129, 0.13002703501842475]"
CAR,Find-RS,ohe,0.979701528594188,0.05352985451807524,"[0.645842461062516, 0.8632599918944468, 0.9036551857512481, 0.9282464477140577, 0.9512116406288728, 0.9698419990536452, 0.9821204685774569, 0.985083061415005, 0.9890350514006625, 0.9904767270362902, 0.992339772413836, 0.993758790906481, 0.9935183024756087, 0.9928601456546575, 0.9931076069353566, 0.9934372383567744, 0.9935968444502954, 0.9935207002947097, 0.9929305319380033, 0.9934386769657217, 0.9936026027092139, 0.9939373847725623, 0.9942763534122948, 0.9944442301635344, 0.994441504288418, 0.9944448225116472, 0.9945298308178228, 0.9946091268274044, 0.9948540200666904, 0.9948540200666904, 0.9948540200666904, 0.9949323056617475, 0.9950168340063066, 0.995101077520609, 0.995101077520609, 0.995101077520609, 0.995101077520609, 0.995101077520609, 0.9950202378412293, 0.9950202378412293, 0.9949376621376897, 0.9950202378412293, 0.9949366981281148, 0.9949357094966702, 0.9948536821938626, 0.9947687720156042, 0.9947687720156042, 0.9951046242406253, 0.9951046242406253, 0.9950210838172036]","[0.01723809542897928, 0.07673353222943902, 0.008806614328528695, 0.00956775148165801, 0.015095649717748433, 0.012358247408467221, 0.006143652048601688, 0.004407819217999636, 0.002705758579334879, 0.0032297005756396686, 0.0031314088324759046, 0.0019276862311642911, 0.0027687742019719937, 0.0024969871107858688, 0.0026063247710263605, 0.0023192255469536927, 0.002282809225757844, 0.0022374881895936716, 0.0018758525289180928, 0.0015808481327049492, 0.0014907262638915082, 0.0018297998469622603, 0.0016661848849290333, 0.0018014351997886443, 0.001962464628870193, 0.002356426421394142, 0.002351008501024109, 0.0023883393298670483, 0.0022724034665488582, 0.0022724034665488582, 0.0022724034665488582, 0.0019457140177163463, 0.0019265379689563026, 0.0019043141088010242, 0.0019043141088010242, 0.0019043141088010242, 0.0019043141088010242, 0.0019043141088010242, 0.0018488120636623465, 0.0018488120636623465, 0.0017514405694101993, 0.0018488120636623465, 0.0018685067488795693, 0.0018689398012545389, 0.002046615565931444, 0.002004627504737736, 0.002004627504737736, 0.0018632468261607284, 0.0018632468261607284, 0.0018487853190537447]"
CAR,RIPPER,ohe,0.9771270548690616,0.051563246594899706,"[0.6477148001399031, 0.8878285337905749, 0.9090074579585623, 0.927063783870639, 0.9465295807545407, 0.963302592167393, 0.9733765735785683, 0.982150298708771, 0.9862689139459715, 0.9865293718591405, 0.9870426642693616, 0.9873975166169006, 0.9877416531262913, 0.9883421259008183, 0.9886794778622008, 0.9901016842469161, 0.9905262858336685, 0.9901815062836233, 0.9901794417773455, 0.9903482266345438, 0.9903532803602066, 0.9906910792930692, 0.9910274922782613, 0.9910296109635329, 0.9911134143678048, 0.9911949091628645, 0.9914514133669876, 0.9917127242274445, 0.9917989983910316, 0.991963097787478, 0.9921305318738858, 0.9922160695298949, 0.9922160695298949, 0.9922160695298949, 0.9921353640849233, 0.9922969064169591, 0.9922969064169591, 0.9922969064169591, 0.9923817197283942, 0.9922969064169591, 0.9922201773963584, 0.9922201773963584, 0.9921396030731497, 0.9921396030731497, 0.992055504224657, 0.992055504224657, 0.992055504224657, 0.992055504224657, 0.9921396030731497, 0.9921396030731497]","[0.016346497999163538, 0.007736523910040915, 0.00791180117560746, 0.007106637898555656, 0.01061842220843831, 0.006184404907047541, 0.005168327392312981, 0.004823881562922834, 0.0033341998775514563, 0.0033993334936933415, 0.0030445667563000246, 0.0031510579144706026, 0.0026147229053378827, 0.0022431738055961434, 0.002444779070706045, 0.0031310416203638594, 0.0035144810376741844, 0.003731630332729724, 0.003417707060306788, 0.0032335966035741412, 0.003316836865823325, 0.0031725975363719053, 0.0029679309127717897, 0.002966130000109254, 0.002975118588051587, 0.0030067986585596675, 0.003135951335415009, 0.00281392159961473, 0.002795728954503268, 0.002834274386209576, 0.0028120400742049126, 0.002804895556901048, 0.002804895556901048, 0.002804895556901048, 0.0028020821796360326, 0.0028285626267610968, 0.0028285626267610968, 0.0028285626267610968, 0.0028435933582734354, 0.0028285626267610968, 0.0028221132286594657, 0.0028221132286594657, 0.0028423927920617743, 0.0028423927920617743, 0.002846875753544981, 0.002846875753544981, 0.002846875753544981, 0.002846875753544981, 0.0028423927920617743, 0.0028423927920617743]"
CAR,ID3,ohe,0.9617743118561198,0.06702208831554156,"[0.5429849607463957, 0.8151039994122671, 0.865416278019042, 0.913810082803673, 0.9336596615549556, 0.9432700005886911, 0.9543671404496429, 0.9582051463540789, 0.963099570847274, 0.9706187905145425, 0.9706254680665636, 0.9749648490834755, 0.9767071216053249, 0.9766317004820599, 0.976999058239533, 0.9764798210679855, 0.9778151657134206, 0.9779904993657137, 0.9778972268055, 0.9779802960919767, 0.9751617243330658, 0.9768273404358496, 0.9785370271201529, 0.9798626194142603, 0.9803731383436709, 0.9796437972054253, 0.9796437972054253, 0.9798170233717152, 0.980070949088104, 0.9811840950255892, 0.9811840950255892, 0.9816137437941175, 0.9822092305443644, 0.9822092305443644, 0.9822938891549615, 0.9823788699215992, 0.9825545225773142, 0.9826444966960972, 0.9829043127815031, 0.9835131890803751, 0.9837644063561296, 0.9840115050818067, 0.9843443878344363, 0.9845202900570491, 0.9846880891907318, 0.9850313516461828, 0.9853735715547834, 0.9856231904577086, 0.9859694973292337, 0.9861353738222636]","[0.17278629369591833, 0.22000157710598406, 0.09674917960545883, 0.021206853635905246, 0.02186463940751678, 0.01680961375192591, 0.01117150999059621, 0.008854927745112654, 0.008647863196669776, 0.0065821476403566245, 0.006483623035500872, 0.006041885583101572, 0.005399665823780308, 0.00524433144446417, 0.005339754508160864, 0.005316310463501113, 0.004266954878081477, 0.004316433749070386, 0.0043531150126192, 0.004277047356891373, 0.0076062410427965195, 0.005813693444012641, 0.007167275541437279, 0.006084320495561009, 0.005816126063781617, 0.004210819052361659, 0.004210819052361659, 0.004120181573087319, 0.0041535888902969175, 0.0037940426849125213, 0.0037940426849125213, 0.003767314519758189, 0.003909149893861878, 0.003909149893861878, 0.004092697680518099, 0.004335327646379304, 0.004100305337443225, 0.003658647041958525, 0.0038139632024348736, 0.003362127830284426, 0.003599682951754892, 0.0040273205471832475, 0.003584963475097733, 0.0031856088789804548, 0.003073347008622158, 0.00287252675796404, 0.002937765555136626, 0.003243638041400907, 0.0034958353112176472, 0.0034893935023289323]"
