dataset,method,dataset_size,f1,accuracy,tn,fp,fn,tp,strategy,T,pool_size,best_k,time_elapsed,seed,avg_ruleset_len,avg_rule_len
PRIMARY,RIPPERClassifier,0.5,0.5111111111111111,0.7317073170731707,97,31,13,23,bp,1,1,-1,0.14899706840515137,2,2,2.0

PRIMARY,RIPPERClassifier,0.5,0.6857142857142858,0.8658536585365854,118,1,21,24,bp,1,1,-1,0.15599846839904785,3,3,3.0

PRIMARY,RIPPERClassifier,0.5,0.6,0.8048780487804879,108,20,12,24,bp,1,1,-1,0.14099693298339844,4,3,2.3333333333333335

PRIMARY,RIPPERClassifier,0.5,0.5588235294117648,0.8170731707317073,115,9,21,19,bp,1,1,-1,0.1481459140777588,5,4,2.25

PRIMARY,RIPPERClassifier,0.5,0.5846153846153846,0.8353658536585366,118,11,16,19,bp,1,1,-1,0.16796660423278809,6,2,2.5

PRIMARY,RIPPERClassifier,0.5,0.6428571428571429,0.8170731707317073,107,16,14,27,bp,1,1,-1,0.1719975471496582,7,4,2.75

PRIMARY,RIPPERClassifier,0.5,0.7272727272727273,0.8719512195121951,115,9,12,28,bp,1,1,-1,0.15304303169250488,8,2,2.0

PRIMARY,RIPPERClassifier,0.5,0.6588235294117647,0.823170731707317,107,18,11,28,bp,1,1,-1,0.2249598503112793,9,4,2.5

PRIMARY,RIPPERClassifier,0.33,0.5168539325842697,0.8045454545454546,154,6,37,23,bp,1,1,-1,0.24603629112243652,0,2,2.0

PRIMARY,RIPPERClassifier,0.33,0.6000000000000001,0.8,143,27,17,33,bp,1,1,-1,0.2229604721069336,1,5,1.4

PRIMARY,RIPPERClassifier,0.33,0.6355140186915887,0.8227272727272728,147,24,15,34,bp,1,1,-1,0.21201658248901367,2,3,2.0

PRIMARY,RIPPERClassifier,0.33,0.48214285714285715,0.7363636363636363,135,32,26,27,bp,1,1,-1,0.16602182388305664,3,4,2.25

PRIMARY,RIPPERClassifier,0.33,0.6115702479338844,0.7863636363636364,136,32,15,37,bp,1,1,-1,0.15496397018432617,4,4,2.0

PRIMARY,RIPPERClassifier,0.33,0.5210084033613446,0.740909090909091,132,34,23,31,bp,1,1,-1,0.14401507377624512,5,3,1.6666666666666667

PRIMARY,RIPPERClassifier,0.33,0.5172413793103449,0.7454545454545455,134,35,21,30,bp,1,1,-1,0.12303495407104492,6,3,1.6666666666666667

PRIMARY,RIPPERClassifier,0.33,0.7021276595744681,0.8727272727272727,159,8,20,33,bp,1,1,-1,0.14597749710083008,7,3,1.6666666666666667

PRIMARY,RIPPERClassifier,0.33,0.4731182795698925,0.7772727272727272,149,19,30,22,bp,1,1,-1,0.13799619674682617,8,2,2.5

PRIMARY,RIPPERClassifier,0.33,0.4761904761904762,0.8,156,8,36,20,bp,1,1,-1,0.1499922275543213,9,2,2.5

PRIMARY,RIPPERClassifier,0.25,0.6779661016949152,0.8455284552845529,168,15,23,40,bp,1,1,-1,0.1040031909942627,0,2,2.0

PRIMARY,RIPPERClassifier,0.25,0.5833333333333334,0.8373983739837398,178,12,28,28,bp,1,1,-1,0.09803199768066406,1,2,1.5

PRIMARY,RIPPERClassifier,0.25,0.5098039215686275,0.7967479674796748,170,21,29,26,bp,1,1,-1,0.09399962425231934,2,3,2.3333333333333335

PRIMARY,RIPPERClassifier,0.25,0.5,0.7642276422764228,159,25,33,29,bp,1,1,-1,0.10341024398803711,3,2,1.0

PRIMARY,RIPPERClassifier,0.25,0.5733333333333333,0.7398373983739838,139,48,16,43,bp,1,1,-1,0.10702753067016602,4,4,1.5

PRIMARY,RIPPERClassifier,0.25,0.543859649122807,0.7886178861788617,163,20,32,31,bp,1,1,-1,0.07700657844543457,5,2,2.0

PRIMARY,RIPPERClassifier,0.25,0.6728971962616822,0.8577235772357723,175,13,22,36,bp,1,1,-1,0.08196020126342773,6,3,1.6666666666666667

PRIMARY,RIPPERClassifier,0.25,0.588235294117647,0.7723577235772358,150,40,16,40,bp,1,1,-1,0.09343242645263672,7,3,1.6666666666666667

PRIMARY,RIPPERClassifier,0.25,0.5747126436781609,0.6991869918699187,122,67,7,50,bp,1,1,-1,0.08099842071533203,8,3,1.3333333333333333

PRIMARY,RIPPERClassifier,0.25,0.5434782608695652,0.8292682926829268,179,4,38,25,bp,1,1,-1,0.1040031909942627,9,2,2.0

